UF;Idade;Sexo;Cor;EstadoCivil;NotaCN;NotaCH;NotaLC;NotaMT;NotaRED;InstrPai;InstrMae;NPessoas;Renda;EscolaEM;TurnoEM
MA;21;M;PPI;Solteiro;554.1;605.8;583.1;460.6;600;Fundamental;E;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;464.3;512.6;483.6;414.3;500;Medio;D;4;1. Ate 1 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;494.6;597.5;561.8;459.7;620;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;23;F;Não PPI;Solteiro;387.5;534.3;478.5;326.3;560;Não Informado;E;6;2. 1 a 3 SM;Publica/Privada;B
MA;19;M;PPI;Solteiro;398.1;469.7;432.7;557;400;Fundamental;B;7;1. Ate 1 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;561.4;597;560.1;524.4;860;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;405;380.9;433.6;391.7;500;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;30;M;PPI;NA;432.4;494;439.3;332.6;300;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;527.5;522.5;419.2;411.3;520;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;585.9;643.8;648.3;458.4;680;Fundamental;F;4;3. 3 a 5 SM;Publica/Privada;A
MA;18;F;PPI;Solteiro;465.7;564.8;530.6;424.8;560;Fundamental;B;7;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;459.6;624.3;547.5;419.4;660;Fundamental;H;5;1. Ate 1 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;495.6;658.8;591;467;700;Fundamental;E;4;3. 3 a 5 SM;Somente Privada;A
MA;28;F;PPI;Solteiro;380.8;485;520.1;405.3;520;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;439;520.1;450.4;386.9;340;Não Informado;F;5;1. Ate 1 SM;Somente Publica;B
MA;26;F;PPI;Solteiro;451.7;589.3;523.8;547.9;560;Fundamental;E;6;2. 1 a 3 SM;Somente Publica;A
MA;16;M;PPI;Solteiro;686.8;700.8;618.9;817.4;660;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;503.5;423.1;365.6;473.8;420;Não Informado;D;10;1. Ate 1 SM;Somente Privada;A
MA;22;M;PPI;Solteiro;619;541.4;543.3;477.3;680;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;28;M;PPI;Solteiro;461.3;603.7;547.9;380.1;780;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;408.6;525.9;464.7;388.5;620;Não Informado;A;6;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;474.6;602;526.5;353.2;600;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;490.8;579.1;521.3;504.6;400;Fundamental;D;3;1. Ate 1 SM;Somente Publica;A
MA;39;F;PPI;Outro;363.4;499.7;503.8;420.2;280;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;B
MA;17;M;PPI;Solteiro;457.6;589.4;518.3;373.5;600;Medio;D;4;2. 1 a 3 SM;Somente Privada;A
MA;26;F;PPI;Solteiro;456.4;504.6;478;406.4;560;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;400.7;542.7;486.3;490;540;Fundamental;F;4;2. 1 a 3 SM;Somente Publica;A
MA;19;M;Não PPI;Solteiro;495.6;574.5;416.4;388;480;Não Informado;D;3;1. Ate 1 SM;Somente Publica;B
MA;20;M;PPI;Solteiro;399;471.4;422.9;460.9;380;Medio;E;4;2. 1 a 3 SM;Publica/Privada;B
MA;17;F;PPI;Solteiro;426.5;572.7;541.1;432.6;620;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;406.1;515;432.3;325;480;Fundamental;D;5;1. Ate 1 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;466.4;462.5;462.1;349.3;500;Medio;B;3;2. 1 a 3 SM;Somente Publica;B
MA;20;M;PPI;Solteiro;459.5;463.1;399.1;415.3;400;Fundamental;E;5;1. Ate 1 SM;Somente Publica;C
MA;21;F;PPI;Solteiro;398.1;433.8;374;333.6;440;Superior;E;6;2. 1 a 3 SM;Publica/Privada;A
MA;21;F;PPI;Solteiro;507.8;482;514.4;320.1;560;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;439.1;525.4;456.9;373.9;560;Não Informado;G;3;1. Ate 1 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;430.8;461.2;468.8;355;340;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;456;586.7;542.1;476.6;540;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;394;454.9;443.9;516.2;420;Não Informado;H;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;408.6;499.5;387.7;504.3;440;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;25;F;Não PPI;NA;422;483.6;440.5;436.2;360;Medio;F;4;3. 3 a 5 SM;Somente Publica;B
MA;17;M;PPI;Solteiro;491.4;370.8;375.6;489.5;500;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;423;442.6;433.5;365.8;280;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;C
MA;22;M;PPI;Outro;470.6;559.5;492.2;413.7;380;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;19;F;PPI;Solteiro;450.7;447.7;469.5;425.4;520;Fundamental;B;7;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;391.6;463.5;469.9;445.6;400;Fundamental;B;2;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;486.5;480.5;544.2;417.1;520;Medio;E;6;2. 1 a 3 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;503;617.7;448.5;393.2;520;Medio;H;5;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;515.3;646;524.8;698.2;640;Superior;E;4;4. 5 a 10 SM;Publica/Privada;A
MA;21;F;Não PPI;Solteiro;547.1;429.9;431.7;410;320;Fundamental;B;7;1. Ate 1 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;456.8;495.3;461;330.8;320;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;23;M;PPI;Outro;462.3;594.1;489;445.1;580;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;26;M;PPI;Solteiro;467.5;500.7;434.7;421.5;260;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;441.4;402.2;417.2;370.5;520;Fundamental;C;7;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;551;637.6;548.9;678.3;520;Fundamental;F;4;1. Ate 1 SM;Somente Publica;C
MA;20;M;Não PPI;Solteiro;413.8;544.9;509.3;390.9;440;Medio;A;6;1. Ate 1 SM;Somente Publica;B
MA;21;M;PPI;Solteiro;560.9;640.7;575.9;414.4;560;Não Informado;E;2;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;402.3;484.4;356.5;383.2;0;Medio;E;4;1. Ate 1 SM;Somente Publica;C
MA;17;M;PPI;Solteiro;455.4;558.1;441.4;500.3;400;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;456.1;566.1;579.9;418.5;420;Superior;G;5;4. 5 a 10 SM;Somente Privada;A
MA;18;F;PPI;Solteiro;433.9;572.4;486.6;467.1;600;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;499.5;459.8;325.7;385.5;280;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;18;F;PPI;Solteiro;382.5;570.7;464.4;355;540;Não Informado;H;5;1. Ate 1 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;546.6;588.8;488.9;525.6;600;Não Informado;F;5;2. 1 a 3 SM;Somente Privada;C
MA;18;M;Não PPI;Solteiro;507.1;575.6;532.8;535;760;Medio;F;5;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;526.6;540.3;0;0;0;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;437.8;500.4;513.6;442.6;500;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;422.1;421.4;426.2;441.9;440;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;30;M;PPI;Solteiro;363.2;494.8;398.5;520.1;380;Não Informado;E;3;1. Ate 1 SM;Somente Publica;A
MA;24;M;Não PPI;Solteiro;410.9;568.7;474.7;491.8;440;Não Informado;B;1;2. 1 a 3 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;363.9;390.6;406.4;372.9;460;Fundamental;E;4;2. 1 a 3 SM;Somente Privada;A
MA;22;M;PPI;Solteiro;437.1;538.9;420.6;476.8;480;Fundamental;A;4;1. Ate 1 SM;Somente Publica;A
MA;19;M;Não PPI;Solteiro;446.5;462.7;372.7;340.3;520;Fundamental;E;7;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;383.7;501.8;396.6;447.2;200;Fundamental;A;7;1. Ate 1 SM;Somente Publica;C
MA;20;F;Não PPI;Solteiro;453.2;423.2;397.6;483;400;Medio;E;2;1. Ate 1 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;407.2;551.5;465.8;465.2;600;Fundamental;C;7;1. Ate 1 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;408.8;485.6;451.3;454.9;640;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;437.5;519.7;494.4;384.2;560;Fundamental;E;3;1. Ate 1 SM;Somente Privada;A
MA;20;M;PPI;Solteiro;422.2;613;496.8;581.1;580;Fundamental;D;3;2. 1 a 3 SM;Somente Publica;A
MA;16;M;PPI;Solteiro;348;505.6;413.1;377.7;560;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;465.4;431.3;425.9;516.1;580;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;C
MA;25;M;PPI;Solteiro;500.2;631.6;531.5;489.1;700;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;450.4;520.4;439.4;491.1;680;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;26;M;PPI;Solteiro;421.7;458.5;390.8;338.7;440;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;C
MA;26;M;PPI;Solteiro;442.7;563.6;511.1;392.6;560;Não Informado;D;5;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;464.7;530.1;479.3;492.7;600;Fundamental;E;7;1. Ate 1 SM;Somente Publica;B
MA;16;M;PPI;Solteiro;431.5;576.9;551.3;413.2;580;Não Informado;H;6;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;535.6;611;524.7;546.9;720;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;B
MA;23;M;PPI;Solteiro;399.7;413.8;405.6;389.8;600;Fundamental;B;7;1. Ate 1 SM;Somente Publica;A
MA;32;M;PPI;Solteiro;485.4;629.8;564;426.6;640;Medio;E;6;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;350.9;433.8;348.5;434.7;420;Fundamental;A;4;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;412.4;632.2;602.8;391;760;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;404.2;511.9;470.4;461.4;480;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;16;F;Não PPI;Solteiro;473.5;456.6;450.2;459.5;540;Não Informado;E;3;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;440.8;443.6;411.3;397.8;520;Medio;H;5;2. 1 a 3 SM;Publica/Privada;A
MA;18;F;PPI;Solteiro;450.5;542.8;512.7;472.7;460;Fundamental;E;6;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;362.5;585;456.7;443.7;360;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;565.5;633.2;609.2;630;880;Superior;E;2;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;482.1;535.8;351.2;324.6;460;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;579;656.1;604.5;632.1;680;Medio;E;4;1. Ate 1 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;572.9;619.8;556.4;764.8;600;Fundamental;F;3;2. 1 a 3 SM;Somente Privada;A
MA;19;F;PPI;Solteiro;466.3;555;516.5;493.7;580;Fundamental;C;7;1. Ate 1 SM;Somente Publica;B
MA;19;F;Não PPI;Solteiro;417;558;559;364.3;580;Fundamental;B;6;2. 1 a 3 SM;Somente Publica;C
MA;21;M;Não PPI;Solteiro;419;574.2;499.6;474.4;580;Medio;E;5;2. 1 a 3 SM;Somente Publica;A
MA;28;M;PPI;Solteiro;593.5;638.2;639.9;423.7;500;Fundamental;A;8;2. 1 a 3 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;451.5;595.2;564.2;450.7;620;Medio;E;3;2. 1 a 3 SM;Somente Publica;B
MA;20;M;PPI;Solteiro;498.2;526.6;458.8;513.8;660;Medio;E;4;3. 3 a 5 SM;Somente Privada;A
MA;18;F;Não PPI;Solteiro;520.2;571.6;572.5;470.9;540;Medio;G;4;4. 5 a 10 SM;Somente Privada;A
MA;19;F;PPI;Solteiro;495.3;552;519.1;400;620;Medio;D;3;1. Ate 1 SM;Somente Publica;A
MA;30;M;PPI;Solteiro;502.6;581;559.9;481;440;Fundamental;D;6;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;450.7;566.9;417.3;398.3;520;Fundamental;B;12;1. Ate 1 SM;Somente Publica;A
MA;38;F;PPI;Outro;430.2;490;491.8;396.1;500;Fundamental;A;5;2. 1 a 3 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;489.7;426.3;447.2;392.6;520;Fundamental;D;5;1. Ate 1 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;357.5;433.4;396;377.8;500;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;418.9;479.8;380.5;356.2;480;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;451.6;569.1;511.8;328.8;520;Medio;E;4;2. 1 a 3 SM;Publica/Privada;A
MA;19;M;PPI;Solteiro;476.1;557;533.7;544.4;380;Fundamental;E;6;1. Ate 1 SM;Somente Publica;A
MA;27;M;Não PPI;Solteiro;527;623.6;444.4;530.9;540;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;441.6;549.8;442.6;394.3;480;Não Informado;E;2;1. Ate 1 SM;Somente Publica;A
MA;57;M;PPI;Solteiro;505.6;591;518.7;418.4;680;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;551;601.4;491.1;556;800;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;487.2;432.5;461.2;341.5;240;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;16;M;Não PPI;Solteiro;517.3;612.6;558.3;548.7;600;Superior;G;2;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;425.6;441.5;364.8;375.5;480;Fundamental;B;6;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;410.6;458.8;471;380.5;580;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;406.1;468.9;364.9;506.7;460;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;410.8;372.7;336.2;333.8;440;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;399.2;510.2;487.2;405.9;540;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;424.6;606.1;571.5;386.7;600;Medio;E;3;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;547.2;660.6;619.1;609.7;620;Medio;G;6;2. 1 a 3 SM;Somente Publica;A
MA;25;F;Não PPI;Solteiro;429.6;555.9;495.2;505.8;480;Não Informado;H;6;2. 1 a 3 SM;Somente Publica;C
MA;16;F;PPI;Solteiro;389.6;450;403.5;428.2;320;Fundamental;B;4;1. Ate 1 SM;Somente Publica;B
MA;25;F;PPI;Solteiro;430.8;459.4;466.9;397.4;560;Fundamental;C;8;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;355.9;493.6;433.7;514.5;640;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;402.3;463.4;439.7;391.2;440;Medio;E;1;1. Ate 1 SM;Somente Publica;B
MA;19;F;PPI;Solteiro;424.9;466.1;436.9;471.4;360;Fundamental;E;2;1. Ate 1 SM;Somente Publica;A
MA;32;M;PPI;Solteiro;433.9;596.8;475.1;369;360;Não Informado;E;3;3. 3 a 5 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;488.1;566.2;583;539.7;600;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;358;523.8;494.7;465.7;300;Medio;B;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;521.5;575.7;544.3;435.9;740;Medio;E;4;5. 10 ou mais;Somente Privada;A
MA;18;F;PPI;Solteiro;459.2;488.1;408.7;446.4;540;Medio;E;3;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;467.3;585.7;501.2;395.7;440;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;488.3;532.7;469.6;436.7;580;Medio;E;5;4. 5 a 10 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;558.4;531.3;473.1;476.8;480;Medio;B;5;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;384.7;561.4;400.5;365.5;440;Não Informado;D;3;2. 1 a 3 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;451.5;545.3;421.5;415.5;580;Medio;H;4;2. 1 a 3 SM;Somente Privada;A
MA;20;F;PPI;Solteiro;641.7;649.3;426.4;739.4;880;Medio;E;7;3. 3 a 5 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;469.2;620.7;540.9;445.6;460;Medio;C;4;2. 1 a 3 SM;Somente Publica;A
MA;32;F;PPI;NA;427.5;451;498.4;482.8;600;Medio;E;2;1. Ate 1 SM;Somente Publica;A
MA;34;M;PPI;Solteiro;464.1;501.3;480.1;450.9;0;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;B
MA;31;F;Não PPI;Solteiro;498.5;576.5;467.5;448;380;Não Informado;D;6;1. Ate 1 SM;Somente Publica;B
MA;18;M;PPI;Solteiro;503.2;550.8;504.6;442.6;640;Medio;G;3;2. 1 a 3 SM;Publica/Privada;A
MA;22;M;PPI;Solteiro;388.1;539.8;509.3;358.5;520;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;B
MA;18;M;Não PPI;Solteiro;651.6;611.7;559.4;682.3;440;Medio;E;3;2. 1 a 3 SM;Somente Privada;A
MA;25;M;PPI;Solteiro;508.1;528.7;476.5;322.4;420;Fundamental;E;3;1. Ate 1 SM;Publica/Privada;A
MA;19;M;PPI;Solteiro;439.5;456.1;354;330.9;560;Medio;D;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;476.6;609.9;522.9;418.1;580;Fundamental;F;4;3. 3 a 5 SM;Somente Privada;A
MA;36;F;PPI;Outro;436.6;587.4;513.6;461.7;520;Medio;F;4;2. 1 a 3 SM;Publica/Privada;B
MA;28;M;PPI;Solteiro;467.2;458.1;467.7;407.4;480;Fundamental;G;2;2. 1 a 3 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;495.6;608.2;562.8;370.6;620;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;534.1;605.7;505.8;392;560;Fundamental;E;10;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;472.5;433.5;465.8;379;460;Não Informado;C;4;1. Ate 1 SM;Somente Publica;A
MA;16;F;Não PPI;Solteiro;411.5;590.8;582.1;445.2;540;Não Informado;B;3;1. Ate 1 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;464.8;540.7;439.8;336.2;580;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;33;F;Não PPI;Solteiro;488;647.6;602.5;374.4;640;Medio;E;8;3. 3 a 5 SM;Somente Privada;A
MA;24;M;PPI;Solteiro;515.9;523.6;532.7;453.9;500;Medio;F;3;2. 1 a 3 SM;Somente Publica;A
MA;32;F;PPI;Solteiro;448.6;555.9;430.8;543.5;540;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;484.3;438;482.7;349.4;380;Fundamental;C;5;1. Ate 1 SM;Somente Publica;B
MA;21;M;Não PPI;Solteiro;493.2;601.2;552.4;535.3;680;Medio;E;2;4. 5 a 10 SM;Somente Privada;A
MA;20;M;PPI;Solteiro;466.7;529.6;477.5;353;380;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Outro;389;418.1;413.5;375.4;480;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;29;M;PPI;Solteiro;519.1;597.5;514.6;480.3;620;Medio;E;6;2. 1 a 3 SM;Somente Publica;A
MA;35;M;PPI;Solteiro;457.7;578.7;517.2;363.4;580;Fundamental;A;2;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;452.1;538.1;427.6;366.3;380;Fundamental;A;3;1. Ate 1 SM;Somente Publica;B
MA;21;F;Não PPI;Solteiro;368.9;464.9;543.1;440;580;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;497.9;643.6;575.1;398.3;720;Não Informado;E;4;2. 1 a 3 SM;Somente Privada;A
MA;21;F;Não PPI;Solteiro;521.3;637;553.7;417.4;460;Fundamental;D;7;2. 1 a 3 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;387.5;624.8;515.6;479.6;940;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;512.6;568.5;519.9;455.2;520;Não Informado;B;8;2. 1 a 3 SM;Somente Publica;C
MA;28;F;PPI;Solteiro;379;401;313.3;410.3;280;Fundamental;D;2;2. 1 a 3 SM;Somente Publica;B
MA;17;F;PPI;Solteiro;380.8;552.3;461.3;375.2;480;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;26;F;PPI;Outro;514.6;577.7;524.2;383.1;500;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;508.6;579.4;534.3;543;720;Fundamental;G;2;3. 3 a 5 SM;Somente Privada;A
MA;16;M;PPI;Solteiro;510.3;571.9;547.4;430.2;640;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;377.3;488.7;391.7;372.9;360;Não Informado;H;4;2. 1 a 3 SM;Publica/Privada;B
MA;25;F;PPI;Outro;517.8;520.8;459.5;432.9;560;Fundamental;A;3;1. Ate 1 SM;Somente Privada;C
MA;17;M;PPI;Solteiro;452.9;533.9;463.2;499.3;340;Medio;B;7;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;566.5;580.9;492.1;523.8;300;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;415.5;598.2;518.3;399.6;800;Medio;E;3;4. 5 a 10 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;371.9;384.6;427;327.8;160;Fundamental;E;7;2. 1 a 3 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;610.8;665.4;578.8;637.7;600;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;28;M;PPI;NA;448.2;595.6;530.9;532.3;400;Medio;B;10;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;488.7;521.8;406.9;396.9;460;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;412.3;575;532.7;454;580;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;542.1;698.4;605.4;573.8;680;Medio;E;4;3. 3 a 5 SM;Somente Publica;A
MA;31;M;PPI;Solteiro;503.6;568.5;543.5;749;640;Medio;E;5;3. 3 a 5 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;567;637.8;537.8;440.7;600;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;479.3;631.4;537.5;458.9;640;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;431.2;553.1;486.1;416.6;580;Não Informado;B;3;1. Ate 1 SM;Somente Publica;B
MA;26;M;Não PPI;Solteiro;568.1;663.7;608.1;564.6;780;Medio;G;2;2. 1 a 3 SM;Somente Privada;A
MA;27;F;PPI;NA;500.1;558.6;515.2;330.8;420;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;491.5;509.5;458.6;334.6;600;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;446.3;512.5;462.3;435.7;520;Fundamental;A;6;2. 1 a 3 SM;Somente Publica;A
MA;40;F;PPI;Outro;432.8;534.5;400.3;398.6;480;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;422.2;573.8;405.8;484.1;620;Medio;E;6;3. 3 a 5 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;567.6;630.5;558.9;485.6;620;Medio;G;6;2. 1 a 3 SM;Somente Privada;A
MA;16;M;Não PPI;Solteiro;416.2;510.7;495.1;412.3;500;Fundamental;E;7;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;436.5;562.1;459.3;435.2;440;Fundamental;C;3;1. Ate 1 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;503.6;446.7;441.7;384.4;460;Fundamental;B;7;3. 3 a 5 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;494.1;639.2;599.1;603.1;740;Medio;B;4;3. 3 a 5 SM;Somente Publica;C
MA;18;F;Não PPI;Solteiro;402.4;564.9;510.5;458;600;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;527.5;637;571.1;543.8;680;Medio;F;4;5. 10 ou mais;Somente Publica;A
MA;27;F;PPI;Solteiro;462.6;605.8;549.9;391.3;660;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;405.9;400.5;369.9;403.6;540;Fundamental;E;1;1. Ate 1 SM;Somente Publica;B
MA;25;F;PPI;Solteiro;436.9;532.4;462.1;377.8;440;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;433.1;459.9;376.9;458.4;380;Medio;E;5;4. 5 a 10 SM;Somente Publica;A
